Gene,ep_locus,Enhancer_or_Promoter,Chromatin_domain,Tissue_specificity
lin-66,chrIV:13893268:13893418,putative_enhancer,border,Ubiq-Biased
Y37A1A.3,chrIV:13899878:13900028,putative_enhancer,R,Unclassified
.,chrIV:13904554:13904704,putative_enhancer,R,Muscle
Y37A1A.2,chrIV:13906533:13906683,putative_enhancer,R,Unclassified
Y37A1A.2,chrIV:13907900:13908050,putative_enhancer,R,Hypod
Y37A1A.2,chrIV:13911040:13911190,putative_enhancer,R,Hypod
Y37A1A.2,chrIV:13913059:13913209,putative_enhancer,R,Hypod
Y37A1A.2,chrIV:13914094:13914244,coding_promoter,R,Hypod
.,chrIV:13917952:13918102,putative_enhancer,R,Hypod
.,chrIV:13919331:13919481,putative_enhancer,R,Hypod_Intest
.,chrIV:13927457:13927607,putative_enhancer,R,Unclassified
Y37A1A.4,chrIV:13934433:13934583,putative_enhancer,R,Hypod
Y37A1A.4,chrIV:13938189:13938339,coding_promoter,R,Ubiq-Biased
Y37A1A.4,chrIV:13940949:13941099,putative_enhancer,R,Intest
Y37A1A.4,chrIV:13942835:13942985,putative_enhancer,R,Unclassified
Y37A1A.4,chrIV:13945277:13945427,putative_enhancer,R,Unclassified
Y37A1A.4,chrIV:13949812:13949962,putative_enhancer,R,Hypod
Y37A1A.4,chrIV:13954597:13954747,putative_enhancer,R,Low
Y37A1A.4,chrIV:13955815:13955965,putative_enhancer,R,Unclassified
Y37A1B.17,chrIV:13980233:13980383,coding_promoter,A,Neurons
egl-23,chrIV:13990015:13990165,putative_enhancer,R,Low
.,chrIV:14024902:14025052,putative_enhancer,R,Low
.,chrIV:14026269:14026419,putative_enhancer,R,Unclassified
.,chrIV:14031909:14032059,putative_enhancer,R,Unclassified
.,chrIV:14032900:14033050,putative_enhancer,R,Ubiq-Biased
.,chrIV:14033268:14033418,putative_enhancer,R,Ubiq-Biased
.,chrIV:14034240:14034390,putative_enhancer,R,Ubiq-Biased
.,chrIV:14034362:14034512,putative_enhancer,R,Ubiq-Biased
.,chrIV:14034908:14035058,putative_enhancer,R,Unclassified
Y37A1B.7,chrIV:14043132:14043282,putative_enhancer,R,Unclassified
Y37A1B.7,chrIV:14043750:14043900,putative_enhancer,R,Unclassified
Y37A1B.7,chrIV:14044081:14044231,putative_enhancer,R,Unclassified
Y37A1B.7,chrIV:14044707:14044857,coding_promoter,R,Unclassified
.,chrIV:14046890:14047040,putative_enhancer,R,Unclassified
.,chrIV:14049142:14049292,putative_enhancer,R,Unclassified
Y37A1B.5,chrIV:14050571:14050721,coding_promoter,R,Hypod_Intest
Y37A1B.4,chrIV:14060587:14060737,coding_promoter,border,Unclassified
lst-4,chrIV:14062054:14062204,putative_enhancer,A,Unclassified
lst-4,chrIV:14065032:14065182,putative_enhancer,A,Unclassified
lst-4,chrIV:14066568:14066718,putative_enhancer,A,Unclassified
lst-4,chrIV:14069939:14070089,coding_promoter,A,Unclassified
ccar-1,chrIV:14070326:14070476,coding_promoter,A,Unclassified
ccar-1,chrIV:14070735:14070885,coding_promoter,A,Ubiq-Biased
lst-4,chrIV:14070735:14070885,coding_promoter,A,Ubiq-Biased
ccar-1,chrIV:14071041:14071191,coding_promoter,A,Ubiq
lst-4,chrIV:14071041:14071191,coding_promoter,A,Ubiq
ccar-1,chrIV:14071536:14071686,putative_enhancer,A,Ubiq
cfp-1,chrIV:14079565:14079715,putative_enhancer,A,Germline
cfp-1,chrIV:14079960:14080110,putative_enhancer,A,Unclassified
cfp-1,chrIV:14082839:14082989,putative_enhancer,A,Ubiq
cfp-1,chrIV:14083089:14083239,putative_enhancer,A,Ubiq
.,chrIV:14085788:14085938,putative_enhancer,border,Unclassified
.,chrIV:14086484:14086634,putative_enhancer,border,Unclassified
noah-2,chrIV:14089858:14090008,coding_promoter,border,Hypod
noah-2,chrIV:14091027:14091177,coding_promoter,border,Unclassified
noah-2,chrIV:14091338:14091488,putative_enhancer,border,Hypod
col-133,chrIV:14099275:14099425,coding_promoter,R,Hypod
F52B11.5,chrIV:14103180:14103330,coding_promoter,A,Unclassified
.,chrIV:14104912:14105062,putative_enhancer,A,Unclassified
.,chrIV:14105727:14105877,putative_enhancer,A,Unclassified
nkcc-1,chrIV:14112330:14112480,putative_enhancer,A,Unclassified
nkcc-1,chrIV:14113756:14113906,coding_promoter,A,Unclassified
nkcc-1,chrIV:14115668:14115818,coding_promoter,A,Germline
.,chrIV:14116384:14116534,putative_enhancer,border,Unclassified
.,chrIV:14118822:14118972,putative_enhancer,border,Low
.,chrIV:14119141:14119291,putative_enhancer,border,Unclassified
srz-42,chrIV:14128358:14128508,coding_promoter,R,Neurons_Muscle
H12I19.115,chrIV:14128358:14128508,coding_promoter,R,Neurons_Muscle
R05A10.2,chrIV:14177099:14177249,coding_promoter,R,Unclassified
R05A10.3,chrIV:14177099:14177249,coding_promoter,R,Unclassified
F02H6.4,chrIV:14218633:14218783,putative_enhancer,R,Germline_Intest
sqrd-1,chrIV:14219765:14219915,coding_promoter,R,Muscle_Hypod_Intest
sqrd-1,chrIV:14223615:14223765,putative_enhancer,R,Unclassified
Y64G10A.10,chrIV:14240093:14240243,putative_enhancer,R,Unclassified
Y64G10A.10,chrIV:14240338:14240488,putative_enhancer,R,Germline
.,chrIV:14258717:14258867,putative_enhancer,R,Muscle_Hypod
.,chrIV:14260829:14260979,putative_enhancer,R,Neurons_Muscle
ilcr-1,chrIV:14261059:14261209,coding_promoter,R,Neurons_Muscle
ilcr-1,chrIV:14264239:14264389,coding_promoter,R,Soma
ilcr-1,chrIV:14267265:14267415,putative_enhancer,R,Neurons
ilcr-1,chrIV:14272554:14272704,putative_enhancer,R,Neurons_Muscle
ilcr-1,chrIV:14276538:14276688,putative_enhancer,R,Neurons
ilcr-1,chrIV:14279487:14279637,putative_enhancer,R,Unclassified
ilcr-1,chrIV:14284178:14284328,putative_enhancer,R,Unclassified
Y64G10A.7,chrIV:14290749:14290899,coding_promoter,R,Unclassified
Y64G10A.7,chrIV:14293033:14293183,putative_enhancer,R,Unclassified
Y64G10A.7,chrIV:14297234:14297384,putative_enhancer,R,Unclassified
Y64G10A.7,chrIV:14297760:14297910,putative_enhancer,R,Low
Y64G10A.7,chrIV:14299065:14299215,putative_enhancer,R,Low
Y64G10A.7,chrIV:14307554:14307704,putative_enhancer,R,Unclassified
fbxa-83,chrIV:14325872:14326022,coding_promoter,R,Unclassified
fbxa-83,chrIV:14327096:14327246,coding_promoter,R,Germline_Muscle_Intest
.,chrIV:14328164:14328314,putative_enhancer,R,Low
.,chrIV:14328503:14328653,putative_enhancer,R,Unclassified
Y67A10A.11,chrIV:14340620:14340770,putative_enhancer,R,Unclassified
.,chrIV:14360324:14360474,putative_enhancer,R,Neurons
ssu-2,chrIV:14362005:14362155,coding_promoter,R,Neurons_Muscle
Y67A10A.7,chrIV:14371637:14371787,coding_promoter,R,Neurons
Y67A10A.7,chrIV:14371843:14371993,putative_enhancer,R,Neurons
Y67A10A.7,chrIV:14377429:14377579,putative_enhancer,R,Unclassified
.,chrIV:14384327:14384477,putative_enhancer,R,Hypod
.,chrIV:14385282:14385432,putative_enhancer,R,Hypod
.,chrIV:14390358:14390508,putative_enhancer,R,Unclassified
.,chrIV:14391799:14391949,putative_enhancer,R,Hypod
xhd-1,chrIV:14412715:14412865,putative_enhancer,R,Unclassified
xhd-1,chrIV:14413505:14413655,putative_enhancer,R,Intest
xhd-1,chrIV:14414308:14414458,coding_promoter,R,Unclassified
F55B11.3,chrIV:14423260:14423410,coding_promoter,R,Low
F55B11.2,chrIV:14423260:14423410,coding_promoter,R,Low
F55B11.4,chrIV:14431059:14431209,coding_promoter,R,Unclassified
F55B11.4,chrIV:14432904:14433054,coding_promoter,R,Intest
tra-3,chrIV:14437553:14437703,putative_enhancer,R,Low
tra-3,chrIV:14444175:14444325,coding_promoter,R,Unclassified
tra-3,chrIV:14445322:14445472,coding_promoter,R,Hypod_Intest
tra-3,chrIV:14449315:14449465,coding_promoter,R,Intest
.,chrIV:14454647:14454797,putative_enhancer,R,Germline_Neurons_Hypod_Intest
LLC1.2,chrIV:14455814:14455964,coding_promoter,R,Unclassified
LLC1.2,chrIV:14456397:14456547,putative_enhancer,R,Unclassified
LLC1.2,chrIV:14456785:14456935,putative_enhancer,R,Intest
LLC1.2,chrIV:14460886:14461036,putative_enhancer,R,Unclassified
dld-1,chrIV:14464204:14464354,coding_promoter,A,Ubiq
dld-1,chrIV:14464698:14464848,putative_enhancer,A,Unclassified
dld-1,chrIV:14468208:14468358,putative_enhancer,A,Hypod
.,chrIV:14470394:14470544,putative_enhancer,border,Hypod
.,chrIV:14481874:14482024,putative_enhancer,R,Unclassified
Y57G11A.4,chrIV:14482242:14482392,coding_promoter,R,Hypod
Y57G11A.4,chrIV:14483524:14483674,putative_enhancer,R,Intest
tag-273,chrIV:14489542:14489692,putative_enhancer,R,Unclassified
tag-273,chrIV:14494216:14494366,putative_enhancer,R,Unclassified
tag-273,chrIV:14496647:14496797,coding_promoter,R,Ubiq
tag-273,chrIV:14500204:14500354,putative_enhancer,R,Unclassified
tag-273,chrIV:14506168:14506318,putative_enhancer,R,Muscle
tag-273,chrIV:14507085:14507235,coding_promoter,R,Muscle
.,chrIV:14511518:14511668,putative_enhancer,R,Muscle
.,chrIV:14525675:14525825,putative_enhancer,R,Germline
T27E7.3,chrIV:14530198:14530348,putative_enhancer,R,Unclassified
pals-30,chrIV:14552024:14552174,coding_promoter,R,Unclassified
Y57G11B.2,chrIV:14561201:14561351,coding_promoter,R,Low
Y57G11B.2,chrIV:14561765:14561915,putative_enhancer,R,Intest
Y57G11B.2,chrIV:14563035:14563185,putative_enhancer,R,Intest
glb-34,chrIV:14570260:14570410,putative_enhancer,R,Unclassified
irld-18,chrIV:14579394:14579544,putative_enhancer,R,Low
irld-18,chrIV:14581026:14581176,coding_promoter,R,Low
dmd-6,chrIV:14589958:14590108,coding_promoter,R,Intest
dmd-6,chrIV:14594254:14594404,putative_enhancer,R,Hypod_Intest
dmd-6,chrIV:14594435:14594585,putative_enhancer,R,Hypod_Intest
dmd-6,chrIV:14597880:14598030,putative_enhancer,R,Hypod
dmd-6,chrIV:14598075:14598225,putative_enhancer,R,Unclassified
dmd-6,chrIV:14599411:14599561,putative_enhancer,R,Unclassified
dmd-6,chrIV:14604701:14604851,putative_enhancer,border,Unclassified
dmd-6,chrIV:14606614:14606764,coding_promoter,border,Muscle
dmd-6,chrIV:14609031:14609181,putative_enhancer,border,Unclassified
dmd-6,chrIV:14609522:14609672,putative_enhancer,border,Unclassified
dmd-6,chrIV:14609892:14610042,putative_enhancer,border,Muscle_Hypod_Intest
dmd-6,chrIV:14610481:14610631,coding_promoter,border,Unclassified
dmd-6,chrIV:14611043:14611193,putative_enhancer,border,Muscle_Hypod_Intest
dmd-6,chrIV:14611505:14611655,coding_promoter,border,Muscle_Hypod_Intest
F13G11.t1,chrIV:14611505:14611655,coding_promoter,border,Muscle_Hypod_Intest
dmd-6,chrIV:14611929:14612079,putative_enhancer,border,Hypod
dmd-6,chrIV:14612213:14612363,putative_enhancer,border,Ubiq-Biased
dmd-6,chrIV:14612692:14612842,putative_enhancer,A,Soma
dmd-6,chrIV:14613052:14613202,putative_enhancer,A,Ubiq-Biased
dmd-6,chrIV:14613524:14613674,putative_enhancer,A,Soma
dmd-6,chrIV:14614266:14614416,putative_enhancer,A,Hypod
dmd-6,chrIV:14614959:14615109,putative_enhancer,A,Unclassified
dmd-6,chrIV:14616055:14616205,putative_enhancer,A,Unclassified
dmd-6,chrIV:14617166:14617316,coding_promoter,A,Unclassified
dmd-6,chrIV:14617639:14617789,putative_enhancer,A,Ubiq
dmd-6,chrIV:14620239:14620389,putative_enhancer,A,Ubiq-Biased
dmd-6,chrIV:14620651:14620801,putative_enhancer,A,Ubiq-Biased
dmd-6,chrIV:14621420:14621570,putative_enhancer,A,Soma
dmd-6,chrIV:14621682:14621832,putative_enhancer,A,Soma
dmd-6,chrIV:14622251:14622401,putative_enhancer,A,Neurons_Muscle
dmd-6,chrIV:14622575:14622725,putative_enhancer,A,Ubiq-Biased
Y57G11C.39,chrIV:14637546:14637696,coding_promoter,R,Unclassified
Y57G11C.32,chrIV:14643069:14643219,putative_enhancer,R,Unclassified
Y57G11C.32,chrIV:14648161:14648311,putative_enhancer,R,Unclassified
.,chrIV:14654732:14654882,putative_enhancer,border,Neurons
.,chrIV:14656093:14656243,putative_enhancer,border,Unclassified
Y57G11C.33,chrIV:14656692:14656842,coding_promoter,A,Ubiq
anoh-2,chrIV:14658177:14658327,putative_enhancer,A,Muscle
anoh-2,chrIV:14661423:14661573,putative_enhancer,R,Neurons
anoh-2,chrIV:14661796:14661946,putative_enhancer,R,Neurons
anoh-2,chrIV:14667133:14667283,putative_enhancer,R,Low
anoh-2,chrIV:14668936:14669086,putative_enhancer,R,Low
Y57G11C.31,chrIV:14675890:14676040,coding_promoter,R,Hypod
Y57G11C.31,chrIV:14677237:14677387,putative_enhancer,R,Hypod
Y57G11C.31,chrIV:14679475:14679625,putative_enhancer,R,Unclassified
Y57G11C.31,chrIV:14681542:14681692,putative_enhancer,R,Hypod
Y57G11C.31,chrIV:14685803:14685953,putative_enhancer,R,Low
.,chrIV:14690044:14690194,putative_enhancer,R,Low
Y57G11C.40,chrIV:14704214:14704364,coding_promoter,R,Muscle
Y57G11C.41,chrIV:14706350:14706500,coding_promoter,R,Muscle
.,chrIV:14724138:14724288,putative_enhancer,R,Unclassified
.,chrIV:14726046:14726196,putative_enhancer,R,Unclassified
.,chrIV:14729374:14729524,putative_enhancer,R,Hypod
.,chrIV:14731276:14731426,putative_enhancer,R,Hypod
Y57G11C.42,chrIV:14732876:14733026,coding_promoter,R,Hypod
.,chrIV:14747100:14747250,putative_enhancer,R,Unclassified
.,chrIV:14747482:14747632,putative_enhancer,R,Unclassified
.,chrIV:14747699:14747849,putative_enhancer,R,Unclassified
.,chrIV:14748045:14748195,putative_enhancer,R,Unclassified
.,chrIV:14749565:14749715,putative_enhancer,R,Low
Y57G11C.499,chrIV:14755038:14755188,coding_promoter,R,Unclassified
Y57G11C.6,chrIV:14759797:14759947,putative_enhancer,R,Unclassified
Y57G11C.5,chrIV:14762835:14762985,putative_enhancer,border,Unclassified
Y57G11C.3,chrIV:14763410:14763560,coding_promoter,A,Soma
Y57G11C.3,chrIV:14764038:14764188,putative_enhancer,A,Unclassified
Y57G11C.5,chrIV:14764038:14764188,putative_enhancer,A,Unclassified
Y57G11C.3,chrIV:14764780:14764930,putative_enhancer,A,Germline
Y57G11C.35,chrIV:14764780:14764930,putative_enhancer,A,Germline
Y57G11C.5,chrIV:14764780:14764930,putative_enhancer,A,Germline
Y57G11C.3,chrIV:14767824:14767974,coding_promoter,A,Ubiq
mrps-7,chrIV:14767824:14767974,coding_promoter,A,Ubiq
Y57G11C.43,chrIV:14769420:14769570,coding_promoter,A,Unclassified
Y57G11C.43,chrIV:14769850:14770000,putative_enhancer,A,Unclassified
Y57G11C.36,chrIV:14773096:14773246,coding_promoter,A,Unclassified
Y57G11C.36,chrIV:14773673:14773823,coding_promoter,A,Unclassified
Y57G11C.51,chrIV:14774532:14774682,coding_promoter,border,Germline
.,chrIV:14780038:14780188,putative_enhancer,border,Ubiq
Y57G11C.8,chrIV:14780793:14780943,coding_promoter,border,Germline
Y57G11C.8,chrIV:14781476:14781626,coding_promoter,border,Germline
Y57G11C.57,chrIV:14781476:14781626,coding_promoter,border,Germline
Y57G11C.8,chrIV:14781708:14781858,coding_promoter,border,Germline
nlp-56,chrIV:14784635:14784785,putative_enhancer,A,Unclassified
nlp-56,chrIV:14785456:14785606,putative_enhancer,A,Unclassified
nlp-56,chrIV:14785707:14785857,coding_promoter,A,Unclassified
Y57G11C.9,chrIV:14786875:14787025,coding_promoter,A,Soma
Y57G11C.9,chrIV:14787700:14787850,putative_enhancer,A,Unclassified
Y57G11C.9,chrIV:14790187:14790337,putative_enhancer,A,Unclassified
gdi-1,chrIV:14792237:14792387,putative_enhancer,A,Ubiq
gdi-1,chrIV:14792665:14792815,putative_enhancer,A,Ubiq
coq-3,chrIV:14794384:14794534,putative_enhancer,A,Soma
coq-3,chrIV:14795024:14795174,putative_enhancer,A,Neurons
coq-3,chrIV:14795659:14795809,putative_enhancer,A,Unclassified
nuo-3,chrIV:14796827:14796977,putative_enhancer,A,Unclassified
arl-8,chrIV:14797462:14797612,coding_promoter,A,Ubiq
nuo-3,chrIV:14797462:14797612,coding_promoter,A,Ubiq
arl-8,chrIV:14798033:14798183,putative_enhancer,A,Unclassified
oig-5,chrIV:14807076:14807226,coding_promoter,R,Neurons_Hypod
.,chrIV:14810494:14810644,putative_enhancer,R,Unclassified
.,chrIV:14822099:14822249,putative_enhancer,A,Unclassified
sec-61,chrIV:14823416:14823566,putative_enhancer,A,Unclassified
rps-18,chrIV:14824888:14825038,coding_promoter,A,Ubiq
sec-61,chrIV:14824888:14825038,coding_promoter,A,Ubiq
rps-18,chrIV:14825179:14825329,coding_promoter,A,Ubiq
sec-61,chrIV:14825179:14825329,coding_promoter,A,Ubiq
rps-18,chrIV:14826208:14826358,putative_enhancer,A,Ubiq
Y57G11C.22,chrIV:14837007:14837157,coding_promoter,R,Neurons_Muscle_Intest
Y57G11C.22,chrIV:14838193:14838343,putative_enhancer,R,Ubiq-Biased
Y57G11C.22,chrIV:14852583:14852733,putative_enhancer,R,Unclassified
Y57G11C.38,chrIV:14867559:14867709,putative_enhancer,R,Neurons_Muscle_Intest
Y57G11C.38,chrIV:14867776:14867926,putative_enhancer,R,Neurons_Muscle_Intest
.,chrIV:14869968:14870118,putative_enhancer,R,Hypod
.,chrIV:14873886:14874036,putative_enhancer,R,Unclassified
.,chrIV:14875276:14875426,putative_enhancer,R,Ubiq-Biased
.,chrIV:14875644:14875794,putative_enhancer,R,Unclassified
.,chrIV:14876791:14876941,putative_enhancer,R,Hypod
.,chrIV:14877808:14877958,putative_enhancer,R,Unclassified
eps-8,chrIV:14883907:14884057,coding_promoter,R,Neurons_Intest
eps-8,chrIV:14885613:14885763,putative_enhancer,R,Intest
eps-8,chrIV:14886631:14886781,putative_enhancer,R,Unclassified
eps-8,chrIV:14888431:14888581,putative_enhancer,R,Unclassified
eps-8,chrIV:14889357:14889507,putative_enhancer,R,Intest
eps-8,chrIV:14894657:14894807,putative_enhancer,R,Unclassified
eps-8,chrIV:14896983:14897133,coding_promoter,R,Unclassified
.,chrIV:14903418:14903568,putative_enhancer,R,Unclassified
ccch-5,chrIV:14918436:14918586,coding_promoter,R,Unclassified
.,chrIV:14932587:14932737,putative_enhancer,R,Unclassified
Y57G11C.1131,chrIV:14932834:14932984,coding_promoter,R,Unclassified
.,chrIV:14949003:14949153,putative_enhancer,R,Low
Y41E3.22,chrIV:14950561:14950711,coding_promoter,R,Hypod
Y41E3.1,chrIV:14955149:14955299,putative_enhancer,A,Unclassified
Y41E3.1,chrIV:14958719:14958869,putative_enhancer,A,Unclassified
Y41E3.1,chrIV:14959394:14959544,coding_promoter,A,Unclassified
Y41E3.1,chrIV:14959607:14959757,coding_promoter,A,Ubiq
Y41E3.20,chrIV:14960280:14960430,putative_enhancer,border,Unclassified
.,chrIV:14978364:14978514,putative_enhancer,R,Unclassified
atln-2,chrIV:14985234:14985384,putative_enhancer,R,Hypod
atln-2,chrIV:14986302:14986452,putative_enhancer,R,Hypod
dpy-4,chrIV:14986302:14986452,putative_enhancer,R,Hypod
dpy-4,chrIV:14986803:14986953,coding_promoter,R,Hypod
Y41E3.6,chrIV:15006087:15006237,coding_promoter,R,Muscle
qars-1,chrIV:15011902:15012052,putative_enhancer,A,Unclassified
Y41E3.7,chrIV:15013655:15013805,coding_promoter,A,Ubiq
qars-1,chrIV:15013655:15013805,coding_promoter,A,Ubiq
Y41E3.7,chrIV:15015243:15015393,putative_enhancer,A,Unclassified
Y41E3.7,chrIV:15016076:15016226,putative_enhancer,A,Neurons
Y41E3.7,chrIV:15017100:15017250,putative_enhancer,A,Neurons
Y41E3.7,chrIV:15018706:15018856,putative_enhancer,A,Neurons_Muscle
Y41E3.7,chrIV:15019645:15019795,putative_enhancer,A,Muscle
Y41E3.7,chrIV:15020606:15020756,putative_enhancer,A,Unclassified
Y41E3.7,chrIV:15021077:15021227,putative_enhancer,A,Neurons_Muscle
fcd-2,chrIV:15025504:15025654,coding_promoter,A,Unclassified
Y41E3.8,chrIV:15028956:15029106,coding_promoter,A,Ubiq
eef-1B.2,chrIV:15037110:15037260,coding_promoter,A,Ubiq
hrpu-1,chrIV:15039627:15039777,coding_promoter,A,Ubiq
hrpu-1,chrIV:15042259:15042409,coding_promoter,A,Germline
Y41E3.19,chrIV:15056312:15056462,putative_enhancer,R,Unclassified
srt-48,chrIV:15068545:15068695,putative_enhancer,R,Low
.,chrIV:15107303:15107453,putative_enhancer,R,Ubiq
.,chrIV:15111836:15111986,putative_enhancer,R,Low
M199.136,chrIV:15119373:15119523,putative_enhancer,R,Unclassified
clec-189,chrIV:15120919:15121069,putative_enhancer,R,Unclassified
clec-190,chrIV:15126143:15126293,coding_promoter,R,Low
col-135,chrIV:15131825:15131975,coding_promoter,R,Low
Y40H7A.4,chrIV:15168533:15168683,putative_enhancer,R,Unclassified
Y40H7A.4,chrIV:15170311:15170461,putative_enhancer,R,Unclassified
.,chrIV:15187930:15188080,putative_enhancer,R,Ubiq-Biased
.,chrIV:15188233:15188383,putative_enhancer,R,Unclassified
Y40H7A.10,chrIV:15215598:15215748,coding_promoter,R,Intest
.,chrIV:15218454:15218604,putative_enhancer,R,Unclassified
Y40H7A.11,chrIV:15221051:15221201,coding_promoter,R,Intest
pkd-2,chrIV:15231598:15231748,putative_enhancer,R,Unclassified
lgc-52,chrIV:15235909:15236059,coding_promoter,R,Unclassified
.,chrIV:15245512:15245662,putative_enhancer,R,Unclassified
srj-42,chrIV:15251841:15251991,putative_enhancer,R,Low
Y73F8A.5,chrIV:15259709:15259859,coding_promoter,R,Neurons
ccg-1,chrIV:15270362:15270512,putative_enhancer,R,Unclassified
ccg-1,chrIV:15274163:15274313,putative_enhancer,R,Muscle_Hypod
ccg-1,chrIV:15275772:15275922,coding_promoter,R,Muscle
.,chrIV:15281730:15281880,putative_enhancer,R,Low
str-11,chrIV:15288492:15288642,putative_enhancer,R,Unclassified
pqn-90,chrIV:15291389:15291539,coding_promoter,R,Unclassified
best-21,chrIV:15302360:15302510,coding_promoter,R,Hypod
